open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
313.14,314.8365,300.79,306.01,2135640.0,314.8365,300.79,306.01,313.14,2135640.0,1.0,0.0,SPOT,XNYS,2024-06-13
311.0,316.11,309.29,315.49,1139403.0,316.11,309.29,315.49,311.0,1139403.0,1.0,0.0,SPOT,XNYS,2024-06-12
319.0,319.375,306.08,310.0,1808771.0,319.375,306.08,310.0,319.0,1808771.0,1.0,0.0,SPOT,XNYS,2024-06-11
309.46,312.16,305.3656,309.0,1547978.0,312.16,305.3656,309.0,309.46,1547978.0,1.0,0.0,SPOT,XNYS,2024-06-10
318.99,319.05,307.67,308.21,2137706.0,319.05,307.67,308.21,318.99,2137706.0,1.0,0.0,SPOT,XNYS,2024-06-07
325.0,328.63,318.1,319.51,1229189.0,328.63,318.1,319.51,325.0,1229189.0,1.0,0.0,SPOT,XNYS,2024-06-06
326.55,331.08,322.55,324.75,1822724.0,331.08,322.55,324.75,326.55,1822724.0,1.0,0.0,SPOT,XNYS,2024-06-05
312.64,326.76,310.5,326.68,3484818.0,326.76,310.5,326.68,312.64,3484818.0,1.0,0.0,SPOT,XNYS,2024-06-04
313.01,317.0,307.355,313.62,2278222.0,317.0,307.355,313.62,313.01,2279225.0,1.0,0.0,SPOT,XNYS,2024-06-03
301.89,304.65,292.21,296.78,1478286.0,304.65,292.21,296.78,301.89,1478286.0,1.0,0.0,SPOT,XNYS,2024-05-31
305.45,307.235,301.59,304.69,704206.0,307.235,301.59,304.69,305.45,704206.0,1.0,0.0,SPOT,XNYS,2024-05-30
307.71,309.155,304.1,307.52,1102964.0,309.155,304.1,307.52,307.71,1102964.0,1.0,0.0,SPOT,XNYS,2024-05-29
307.0,311.9999,306.0,310.29,1080814.0,311.9999,306.0,310.29,307.0,1080814.0,1.0,0.0,SPOT,XNYS,2024-05-28
298.0,309.64,298.0,308.16,1165619.0,309.64,298.0,308.16,298.0,1165619.0,1.0,0.0,SPOT,XNYS,2024-05-24
302.92,305.82,296.98,300.51,1013271.0,305.82,296.98,300.51,302.92,1013271.0,1.0,0.0,SPOT,XNYS,2024-05-23
306.0,306.69,295.71,298.76,1376846.0,306.69,295.71,298.76,306.0,1376846.0,1.0,0.0,SPOT,XNYS,2024-05-22
304.85,307.98,302.375,304.93,1028925.0,307.98,302.375,304.93,304.85,1028925.0,1.0,0.0,SPOT,XNYS,2024-05-21
303.0,312.69,303.0,308.21,1487473.0,312.69,303.0,308.21,303.0,1487473.0,1.0,0.0,SPOT,XNYS,2024-05-20
299.95,302.87,298.12,302.82,893624.0,302.87,298.12,302.82,299.95,893624.0,1.0,0.0,SPOT,XNYS,2024-05-17
302.54,304.92,297.86,298.12,1316061.0,304.92,297.86,298.12,302.54,1316061.0,1.0,0.0,SPOT,XNYS,2024-05-16
