open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
298.85,303.07,295.39,303.04,2013583.0,303.07,295.39,303.04,298.85,2013583.0,1.0,0.0,SPOT,XNYS,2024-05-15
287.72,291.535,286.205,290.12,917898.0,291.535,286.205,290.12,287.72,917898.0,1.0,0.0,SPOT,XNYS,2024-05-14
294.65,295.41,287.17,289.71,898844.0,295.41,287.17,289.71,294.65,898844.0,1.0,0.0,SPOT,XNYS,2024-05-13
300.21,303.656,293.08,294.6,943896.0,303.656,293.08,294.6,300.21,943896.0,1.0,0.0,SPOT,XNYS,2024-05-10
298.88,301.37,294.2623,298.66,844749.0,301.37,294.2623,298.66,298.88,844749.0,1.0,0.0,SPOT,XNYS,2024-05-09
297.55,303.295,296.17,298.65,2108727.0,303.295,296.17,298.65,297.55,2108727.0,1.0,0.0,SPOT,XNYS,2024-05-08
296.54,299.83,294.76,298.05,1332258.0,299.83,294.76,298.05,296.54,1332258.0,1.0,0.0,SPOT,XNYS,2024-05-07
298.0,300.04,294.62,299.48,1395052.0,300.04,294.62,299.48,298.0,1395052.0,1.0,0.0,SPOT,XNYS,2024-05-06
294.81,298.82,292.04,296.07,1503922.0,298.82,292.04,296.07,294.81,1503922.0,1.0,0.0,SPOT,XNYS,2024-05-03
287.515,294.39,283.39,294.17,1627972.0,294.39,283.39,294.17,287.515,1627972.0,1.0,0.0,SPOT,XNYS,2024-05-02
280.66,290.88,280.66,284.54,1671864.0,290.88,280.66,284.54,280.66,1671864.0,1.0,0.0,SPOT,XNYS,2024-05-01
287.0,288.45,280.37,280.44,1258095.0,288.45,280.37,280.44,287.0,1258095.0,1.0,0.0,SPOT,XNYS,2024-04-30
289.01,290.91,284.23,286.24,1851897.0,290.91,284.23,286.24,289.01,1851897.0,1.0,0.0,SPOT,XNYS,2024-04-29
292.65,294.0,284.84,289.59,2477228.0,294.0,284.84,289.59,292.65,2477228.0,1.0,0.0,SPOT,XNYS,2024-04-26
275.67,291.375,271.65,289.02,3711405.0,291.375,271.65,289.02,275.67,3711405.0,1.0,0.0,SPOT,XNYS,2024-04-25
301.35,305.64,278.14,281.23,8241547.0,305.64,278.14,281.23,301.35,8241547.0,1.0,0.0,SPOT,XNYS,2024-04-24
303.0,319.3,298.5,303.31,11386186.0,319.3,298.5,303.31,301.13,11386186.0,1.0,0.0,SPOT,XNYS,2024-04-23
280.97,280.97,267.76,272.24,5589180.0,280.97,267.76,272.24,280.97,5589180.0,1.0,0.0,SPOT,XNYS,2024-04-22
284.8,285.0,270.45,275.83,4245510.0,285.0,270.45,275.83,284.8,4245510.0,1.0,0.0,SPOT,XNYS,2024-04-19
294.78,296.801,288.67,289.2,2027178.0,296.801,288.67,289.2,294.78,2027178.0,1.0,0.0,SPOT,XNYS,2024-04-18
298.32,300.045,293.27,293.58,1471279.0,300.045,293.27,293.58,298.32,1471279.0,1.0,0.0,SPOT,XNYS,2024-04-17
291.13,300.93,289.01,298.08,1585650.0,300.93,289.01,298.08,291.13,1585650.0,1.0,0.0,SPOT,XNYS,2024-04-16
302.72,304.59,290.35,290.52,1944005.0,304.59,290.35,290.52,302.72,1944005.0,1.0,0.0,SPOT,XNYS,2024-04-15
301.0,303.355,299.0,300.45,1419981.0,303.355,299.0,300.45,301.0,1419981.0,1.0,0.0,SPOT,XNYS,2024-04-12
300.79,305.74,299.02,303.57,1134701.0,305.74,299.02,303.57,300.79,1134701.0,1.0,0.0,SPOT,XNYS,2024-04-11
297.79,303.45,296.0,299.99,1511202.0,303.45,296.0,299.99,297.79,1511202.0,1.0,0.0,SPOT,XNYS,2024-04-10
308.6,309.585,299.11,300.73,2541840.0,309.585,299.11,300.73,308.6,2539869.0,1.0,0.0,SPOT,XNYS,2024-04-09
309.2,313.1591,307.41,309.07,1721212.0,313.1591,307.41,309.07,309.2,1716457.0,1.0,0.0,SPOT,XNYS,2024-04-08
298.68,313.068,298.68,310.31,2988374.0,313.068,298.68,310.31,298.68,2984951.0,1.0,0.0,SPOT,XNYS,2024-04-05
293.0,304.0,292.75,295.96,3554016.0,304.0,292.75,295.96,293.0,3548161.0,1.0,0.0,SPOT,XNYS,2024-04-04
285.04,293.0,279.0,291.77,4630849.0,293.0,279.0,291.77,285.04,4618749.0,1.0,0.0,SPOT,XNYS,2024-04-03
261.44,270.72,261.38,269.58,1930591.0,270.72,261.38,269.58,261.44,1797944.0,1.0,0.0,SPOT,XNYS,2024-04-02
262.97,267.24,260.8,266.43,1122824.0,267.24,260.8,266.43,262.97,1082567.0,1.0,0.0,SPOT,XNYS,2024-04-01
258.53,268.545,258.0,263.9,1371668.0,268.545,258.0,263.9,258.53,1371668.0,1.0,0.0,SPOT,XNYS,2024-03-28
267.0,269.72,257.56,260.2,1427218.0,269.72,257.56,260.2,267.0,1427218.0,1.0,0.0,SPOT,XNYS,2024-03-27
273.01,278.3,262.65,262.81,1956367.0,278.3,262.65,262.81,273.01,1956367.0,1.0,0.0,SPOT,XNYS,2024-03-26
263.01,264.95,260.89,261.92,824685.0,264.95,260.89,261.92,263.01,824685.0,1.0,0.0,SPOT,XNYS,2024-03-25
